road_link_id,from_node_id,to_node_id,time_period,volume,CA,CD,queue,queue_percentage,travel_time,waiting_time_in_sec,speed,notes
1,2,3,0726:00_0727:00,0.000,0.000,0.000,0.000,0.000,1.000,0.000,60.000,simulation-based
1,2,3,0727:00_0728:00,0.000,0.000,0.000,0.000,0.000,1.000,0.000,60.000,simulation-based
1,2,3,0728:00_0729:00,0.000,0.000,0.000,0.000,0.000,1.000,0.000,60.000,simulation-based
1,2,3,0729:00_0730:00,0.000,0.000,0.000,0.000,0.000,1.000,0.000,60.000,simulation-based
1,2,3,0730:00_0731:00,0.000,0.000,0.000,0.000,0.000,1.000,0.000,60.000,simulation-based
1,2,3,0731:00_0732:00,0.000,0.000,0.000,0.000,0.000,1.000,0.000,60.000,simulation-based
1,2,3,0732:00_0733:00,0.000,0.000,0.000,0.000,0.000,1.000,0.000,60.000,simulation-based
1,2,3,0733:00_0734:00,0.000,0.000,0.000,0.000,0.000,1.000,0.000,60.000,simulation-based
1,2,3,0734:00_0735:00,0.000,0.000,0.000,0.000,0.000,1.000,0.000,60.000,simulation-based
1,2,3,0735:00_0736:00,0.000,0.000,0.000,0.000,0.000,1.000,0.000,60.000,simulation-based
1,2,3,0736:00_0737:00,0.000,0.000,0.000,0.000,0.000,1.000,0.000,60.000,simulation-based
1,2,3,0737:00_0738:00,0.000,0.000,0.000,0.000,0.000,1.000,0.000,60.000,simulation-based
1,2,3,0738:00_0739:00,0.000,0.000,0.000,0.000,0.000,1.000,0.000,60.000,simulation-based
1,2,3,0739:00_0740:00,0.000,0.000,0.000,0.000,0.000,1.000,0.000,60.000,simulation-based
1,2,3,0740:00_0741:00,0.000,0.000,0.000,0.000,0.000,1.000,0.000,60.000,simulation-based
1,2,3,0741:00_0742:00,0.000,0.000,0.000,0.000,0.000,1.000,0.000,60.000,simulation-based
1,2,3,0742:00_0743:00,0.000,0.000,0.000,0.000,0.000,1.000,0.000,60.000,simulation-based
1,2,3,0743:00_0744:00,0.000,0.000,0.000,0.000,0.000,1.000,0.000,60.000,simulation-based
1,2,3,0744:00_0745:00,0.000,0.000,0.000,0.000,0.000,1.000,0.000,60.000,simulation-based
1,2,3,0745:00_0746:00,0.000,0.000,0.000,0.000,0.000,1.000,0.000,60.000,simulation-based
1,2,3,0746:00_0747:00,0.000,0.000,0.000,0.000,0.000,1.000,0.000,60.000,simulation-based
1,2,3,0747:00_0748:00,0.000,0.000,0.000,0.000,0.000,1.000,0.000,60.000,simulation-based
1,2,3,0748:00_0749:00,0.000,0.000,0.000,0.000,0.000,1.000,0.000,60.000,simulation-based
1,2,3,0749:00_0750:00,0.000,0.000,0.000,0.000,0.000,1.000,0.000,60.000,simulation-based
1,2,3,0750:00_0751:00,0.000,0.000,0.000,0.000,0.000,1.000,0.000,60.000,simulation-based
1,2,3,0751:00_0752:00,0.000,0.000,0.000,0.000,0.000,1.000,0.000,60.000,simulation-based
1,2,3,0752:00_0753:00,0.000,0.000,0.000,0.000,0.000,1.000,0.000,60.000,simulation-based
1,2,3,0753:00_0754:00,0.000,0.000,0.000,0.000,0.000,1.000,0.000,60.000,simulation-based
1,2,3,0754:00_0755:00,0.000,0.000,0.000,0.000,0.000,1.000,0.000,60.000,simulation-based
1,2,3,0755:00_0756:00,0.000,0.000,0.000,0.000,0.000,1.000,0.000,60.000,simulation-based
1,2,3,0756:00_0757:00,0.000,0.000,0.000,0.000,0.000,1.000,0.000,60.000,simulation-based
1,2,3,0757:00_0758:00,0.000,0.000,0.000,0.000,0.000,1.000,0.000,60.000,simulation-based
1,2,3,0758:00_0759:00,0.000,0.000,0.000,0.000,0.000,1.000,0.000,60.000,simulation-based
1,2,3,0759:00_0800:00,0.000,0.000,0.000,0.000,0.000,1.000,0.000,60.000,simulation-based
1,2,3,0800:00_0801:00,0.000,0.000,0.000,0.000,0.000,1.000,0.000,60.000,simulation-based
1,2,3,0801:00_0802:00,0.000,0.000,0.000,0.000,0.000,1.000,0.000,60.000,simulation-based
1,2,3,0802:00_0803:00,0.000,0.000,0.000,0.000,0.000,1.000,0.000,60.000,simulation-based
