from_node_id,to_node_id,time_window,time_interval,travel_time_delta,capacity,cycle_length
25,92,0744:05_0744:18,-1,-1,1.619292,60
25,93,0744:05_0744:18,-1,-1,6.47717,60
25,94,0744:05_0744:18,-1,-1,6.47717,60
45,98,0744:30_0744:33,-1,-1,1.619292,60
45,99,0744:33_0744:35,-1,-1,1.619292,60
45,100,0744:33_0744:35,-1,-1,1.619292,60
53,101,0744:30_0744:33,-1,-1,1.619292,60
53,102,0744:33_0744:35,-1,-1,1.619292,60
53,103,0744:33_0744:35,-1,-1,1.619292,60
31,95,0744:35_0744:48,-1,-1,1.709253,60
31,96,0744:35_0744:48,-1,-1,6.47717,60
31,97,0744:35_0744:48,-1,-1,6.47717,60
25,92,0744:35_0744:48,-1,-1,1.619292,60
25,93,0744:35_0744:48,-1,-1,6.47717,60
25,94,0744:35_0744:48,-1,-1,6.47717,60
45,98,0745:00_0745:03,-1,-1,1.619292,60
45,99,0745:03_0745:05,-1,-1,1.619292,60
45,100,0745:03_0745:05,-1,-1,1.619292,60
53,101,0745:00_0745:03,-1,-1,1.619292,60
53,102,0745:03_0745:05,-1,-1,1.619292,60
53,103,0745:03_0745:05,-1,-1,1.619292,60
31,95,0745:05_0745:18,-1,-1,1.709253,60
31,96,0745:05_0745:18,-1,-1,6.47717,60
31,97,0745:05_0745:18,-1,-1,6.47717,60
25,92,0745:05_0745:18,-1,-1,1.619292,60
25,93,0745:05_0745:18,-1,-1,6.47717,60
25,94,0745:05_0745:18,-1,-1,6.47717,60
45,98,0745:30_0745:33,-1,-1,1.619292,60
45,99,0745:33_0745:35,-1,-1,1.619292,60
45,100,0745:33_0745:35,-1,-1,1.619292,60
53,101,0745:30_0745:33,-1,-1,1.619292,60
53,102,0745:33_0745:35,-1,-1,1.619292,60
53,103,0745:33_0745:35,-1,-1,1.619292,60
31,95,0745:35_0745:48,-1,-1,1.709253,60
31,96,0745:35_0745:48,-1,-1,6.47717,60
31,97,0745:35_0745:48,-1,-1,6.47717,60
25,92,0745:35_0745:48,-1,-1,1.619292,60
25,93,0745:35_0745:48,-1,-1,6.47717,60
25,94,0745:35_0745:48,-1,-1,6.47717,60
45,98,0746:00_0746:03,-1,-1,1.619292,60
45,99,0746:03_0746:05,-1,-1,1.619292,60
45,100,0746:03_0746:05,-1,-1,1.619292,60
53,101,0746:00_0746:03,-1,-1,1.619292,60
53,102,0746:03_0746:05,-1,-1,1.619292,60
53,103,0746:03_0746:05,-1,-1,1.619292,60
31,95,0746:05_0746:18,-1,-1,1.709253,60
31,96,0746:05_0746:18,-1,-1,6.47717,60
31,97,0746:05_0746:18,-1,-1,6.47717,60
25,92,0746:05_0746:18,-1,-1,1.619292,60
25,93,0746:05_0746:18,-1,-1,6.47717,60
25,94,0746:05_0746:18,-1,-1,6.47717,60
45,98,0746:30_0746:33,-1,-1,1.619292,60
45,99,0746:33_0746:35,-1,-1,1.619292,60
45,100,0746:33_0746:35,-1,-1,1.619292,60
53,101,0746:30_0746:33,-1,-1,1.619292,60
53,102,0746:33_0746:35,-1,-1,1.619292,60
53,103,0746:33_0746:35,-1,-1,1.619292,60
31,95,0746:35_0746:48,-1,-1,1.709253,60
31,96,0746:35_0746:48,-1,-1,6.47717,60
31,97,0746:35_0746:48,-1,-1,6.47717,60
25,92,0746:35_0746:48,-1,-1,1.619292,60
25,93,0746:35_0746:48,-1,-1,6.47717,60
25,94,0746:35_0746:48,-1,-1,6.47717,60
45,98,0747:00_0747:03,-1,-1,1.619292,60
45,99,0747:03_0747:05,-1,-1,1.619292,60
45,100,0747:03_0747:05,-1,-1,1.619292,60
53,101,0747:00_0747:03,-1,-1,1.619292,60
53,102,0747:03_0747:05,-1,-1,1.619292,60
53,103,0747:03_0747:05,-1,-1,1.619292,60
31,95,0747:05_0747:18,-1,-1,1.709253,60
31,96,0747:05_0747:18,-1,-1,6.47717,60
31,97,0747:05_0747:18,-1,-1,6.47717,60
25,92,0747:05_0747:18,-1,-1,1.619292,60
25,93,0747:05_0747:18,-1,-1,6.47717,60
25,94,0747:05_0747:18,-1,-1,6.47717,60
45,98,0747:30_0747:33,-1,-1,1.619292,60
45,99,0747:33_0747:35,-1,-1,1.619292,60
45,100,0747:33_0747:35,-1,-1,1.619292,60
53,101,0747:30_0747:33,-1,-1,1.619292,60
53,102,0747:33_0747:35,-1,-1,1.619292,60
53,103,0747:33_0747:35,-1,-1,1.619292,60
31,95,0747:35_0747:48,-1,-1,1.709253,60
31,96,0747:35_0747:48,-1,-1,6.47717,60
31,97,0747:35_0747:48,-1,-1,6.47717,60
25,92,0747:35_0747:48,-1,-1,1.619292,60
25,93,0747:35_0747:48,-1,-1,6.47717,60
25,94,0747:35_0747:48,-1,-1,6.47717,60
45,98,0748:00_0748:03,-1,-1,1.619292,60
45,99,0748:03_0748:05,-1,-1,1.619292,60
45,100,0748:03_0748:05,-1,-1,1.619292,60
53,101,0748:00_0748:03,-1,-1,1.619292,60
53,102,0748:03_0748:05,-1,-1,1.619292,60
53,103,0748:03_0748:05,-1,-1,1.619292,60
31,95,0748:05_0748:18,-1,-1,1.709253,60
31,96,0748:05_0748:18,-1,-1,6.47717,60
31,97,0748:05_0748:18,-1,-1,6.47717,60
25,92,0748:05_0748:18,-1,-1,1.619292,60
25,93,0748:05_0748:18,-1,-1,6.47717,60
25,94,0748:05_0748:18,-1,-1,6.47717,60
45,98,0748:30_0748:33,-1,-1,1.619292,60
45,99,0748:33_0748:35,-1,-1,1.619292,60
45,100,0748:33_0748:35,-1,-1,1.619292,60
53,101,0748:30_0748:33,-1,-1,1.619292,60
53,102,0748:33_0748:35,-1,-1,1.619292,60
53,103,0748:33_0748:35,-1,-1,1.619292,60
31,95,0748:35_0748:48,-1,-1,1.709253,60
31,96,0748:35_0748:48,-1,-1,6.47717,60
31,97,0748:35_0748:48,-1,-1,6.47717,60
25,92,0748:35_0748:48,-1,-1,1.619292,60
25,93,0748:35_0748:48,-1,-1,6.47717,60
25,94,0748:35_0748:48,-1,-1,6.47717,60
45,98,0749:00_0749:03,-1,-1,1.619292,60
45,99,0749:03_0749:05,-1,-1,1.619292,60
45,100,0749:03_0749:05,-1,-1,1.619292,60
53,101,0749:00_0749:03,-1,-1,1.619292,60
53,102,0749:03_0749:05,-1,-1,1.619292,60
53,103,0749:03_0749:05,-1,-1,1.619292,60
31,95,0749:05_0749:18,-1,-1,1.709253,60
31,96,0749:05_0749:18,-1,-1,6.47717,60
31,97,0749:05_0749:18,-1,-1,6.47717,60
25,92,0749:05_0749:18,-1,-1,1.619292,60
25,93,0749:05_0749:18,-1,-1,6.47717,60
25,94,0749:05_0749:18,-1,-1,6.47717,60
45,98,0749:30_0749:33,-1,-1,1.619292,60
45,99,0749:33_0749:35,-1,-1,1.619292,60
45,100,0749:33_0749:35,-1,-1,1.619292,60
53,101,0749:30_0749:33,-1,-1,1.619292,60
53,102,0749:33_0749:35,-1,-1,1.619292,60
53,103,0749:33_0749:35,-1,-1,1.619292,60
31,95,0749:35_0749:48,-1,-1,1.709253,60
31,96,0749:35_0749:48,-1,-1,6.47717,60
31,97,0749:35_0749:48,-1,-1,6.47717,60
25,92,0749:35_0749:48,-1,-1,1.619292,60
25,93,0749:35_0749:48,-1,-1,6.47717,60
25,94,0749:35_0749:48,-1,-1,6.47717,60
45,98,0750:00_0750:03,-1,-1,1.619292,60
45,99,0750:03_0750:05,-1,-1,1.619292,60
45,100,0750:03_0750:05,-1,-1,1.619292,60
53,101,0750:00_0750:03,-1,-1,1.619292,60
53,102,0750:03_0750:05,-1,-1,1.619292,60
53,103,0750:03_0750:05,-1,-1,1.619292,60
31,95,0750:05_0750:18,-1,-1,1.709253,60
31,96,0750:05_0750:18,-1,-1,6.47717,60
31,97,0750:05_0750:18,-1,-1,6.47717,60
25,92,0750:05_0750:18,-1,-1,1.619292,60
25,93,0750:05_0750:18,-1,-1,6.47717,60
25,94,0750:05_0750:18,-1,-1,6.47717,60
45,98,0750:30_0750:33,-1,-1,1.619292,60
45,99,0750:33_0750:35,-1,-1,1.619292,60
45,100,0750:33_0750:35,-1,-1,1.619292,60
53,101,0750:30_0750:33,-1,-1,1.619292,60
53,102,0750:33_0750:35,-1,-1,1.619292,60
53,103,0750:33_0750:35,-1,-1,1.619292,60
31,95,0750:35_0750:48,-1,-1,1.709253,60
31,96,0750:35_0750:48,-1,-1,6.47717,60
31,97,0750:35_0750:48,-1,-1,6.47717,60
25,92,0750:35_0750:48,-1,-1,1.619292,60
25,93,0750:35_0750:48,-1,-1,6.47717,60
25,94,0750:35_0750:48,-1,-1,6.47717,60
45,98,0751:00_0751:03,-1,-1,1.619292,60
45,99,0751:03_0751:05,-1,-1,1.619292,60
45,100,0751:03_0751:05,-1,-1,1.619292,60
53,101,0751:00_0751:03,-1,-1,1.619292,60
53,102,0751:03_0751:05,-1,-1,1.619292,60
53,103,0751:03_0751:05,-1,-1,1.619292,60
31,95,0751:05_0751:18,-1,-1,1.709253,60
31,96,0751:05_0751:18,-1,-1,6.47717,60
31,97,0751:05_0751:18,-1,-1,6.47717,60
25,92,0751:05_0751:18,-1,-1,1.619292,60
25,93,0751:05_0751:18,-1,-1,6.47717,60
25,94,0751:05_0751:18,-1,-1,6.47717,60
45,98,0751:30_0751:33,-1,-1,1.619292,60
45,99,0751:33_0751:35,-1,-1,1.619292,60
45,100,0751:33_0751:35,-1,-1,1.619292,60
53,101,0751:30_0751:33,-1,-1,1.619292,60
53,102,0751:33_0751:35,-1,-1,1.619292,60
53,103,0751:33_0751:35,-1,-1,1.619292,60
31,95,0751:35_0751:48,-1,-1,1.709253,60
31,96,0751:35_0751:48,-1,-1,6.47717,60
31,97,0751:35_0751:48,-1,-1,6.47717,60
25,92,0751:35_0751:48,-1,-1,1.619292,60
25,93,0751:35_0751:48,-1,-1,6.47717,60
25,94,0751:35_0751:48,-1,-1,6.47717,60
45,98,0752:00_0752:03,-1,-1,1.619292,60
45,99,0752:03_0752:05,-1,-1,1.619292,60
45,100,0752:03_0752:05,-1,-1,1.619292,60
53,101,0752:00_0752:03,-1,-1,1.619292,60
53,102,0752:03_0752:05,-1,-1,1.619292,60
53,103,0752:03_0752:05,-1,-1,1.619292,60
31,95,0752:05_0752:18,-1,-1,1.709253,60
31,96,0752:05_0752:18,-1,-1,6.47717,60
31,97,0752:05_0752:18,-1,-1,6.47717,60
25,92,0752:05_0752:18,-1,-1,1.619292,60
25,93,0752:05_0752:18,-1,-1,6.47717,60
25,94,0752:05_0752:18,-1,-1,6.47717,60
45,98,0752:30_0752:33,-1,-1,1.619292,60
45,99,0752:33_0752:35,-1,-1,1.619292,60
45,100,0752:33_0752:35,-1,-1,1.619292,60
53,101,0752:30_0752:33,-1,-1,1.619292,60
53,102,0752:33_0752:35,-1,-1,1.619292,60
53,103,0752:33_0752:35,-1,-1,1.619292,60
31,95,0752:35_0752:48,-1,-1,1.709253,60
31,96,0752:35_0752:48,-1,-1,6.47717,60
31,97,0752:35_0752:48,-1,-1,6.47717,60
25,92,0752:35_0752:48,-1,-1,1.619292,60
25,93,0752:35_0752:48,-1,-1,6.47717,60
25,94,0752:35_0752:48,-1,-1,6.47717,60
45,98,0753:00_0753:03,-1,-1,1.619292,60
45,99,0753:03_0753:05,-1,-1,1.619292,60
45,100,0753:03_0753:05,-1,-1,1.619292,60
53,101,0753:00_0753:03,-1,-1,1.619292,60
53,102,0753:03_0753:05,-1,-1,1.619292,60
53,103,0753:03_0753:05,-1,-1,1.619292,60
31,95,0753:05_0753:18,-1,-1,1.709253,60
31,96,0753:05_0753:18,-1,-1,6.47717,60
31,97,0753:05_0753:18,-1,-1,6.47717,60
25,92,0753:05_0753:18,-1,-1,1.619292,60
25,93,0753:05_0753:18,-1,-1,6.47717,60
25,94,0753:05_0753:18,-1,-1,6.47717,60
45,98,0753:30_0753:33,-1,-1,1.619292,60
45,99,0753:33_0753:35,-1,-1,1.619292,60
45,100,0753:33_0753:35,-1,-1,1.619292,60
53,101,0753:30_0753:33,-1,-1,1.619292,60
53,102,0753:33_0753:35,-1,-1,1.619292,60
53,103,0753:33_0753:35,-1,-1,1.619292,60
31,95,0753:35_0753:48,-1,-1,1.709253,60
31,96,0753:35_0753:48,-1,-1,6.47717,60
31,97,0753:35_0753:48,-1,-1,6.47717,60
25,92,0753:35_0753:48,-1,-1,1.619292,60
25,93,0753:35_0753:48,-1,-1,6.47717,60
25,94,0753:35_0753:48,-1,-1,6.47717,60
45,98,0754:00_0754:03,-1,-1,1.619292,60
45,99,0754:03_0754:05,-1,-1,1.619292,60
45,100,0754:03_0754:05,-1,-1,1.619292,60
53,101,0754:00_0754:03,-1,-1,1.619292,60
53,102,0754:03_0754:05,-1,-1,1.619292,60
53,103,0754:03_0754:05,-1,-1,1.619292,60
31,95,0754:05_0754:18,-1,-1,1.709253,60
31,96,0754:05_0754:18,-1,-1,6.47717,60
31,97,0754:05_0754:18,-1,-1,6.47717,60
25,92,0754:05_0754:18,-1,-1,1.619292,60
25,93,0754:05_0754:18,-1,-1,6.47717,60
25,94,0754:05_0754:18,-1,-1,6.47717,60
45,98,0754:30_0754:33,-1,-1,1.619292,60
45,99,0754:33_0754:35,-1,-1,1.619292,60
45,100,0754:33_0754:35,-1,-1,1.619292,60
53,101,0754:30_0754:33,-1,-1,1.619292,60
53,102,0754:33_0754:35,-1,-1,1.619292,60
53,103,0754:33_0754:35,-1,-1,1.619292,60
31,95,0754:35_0754:48,-1,-1,1.709253,60
31,96,0754:35_0754:48,-1,-1,6.47717,60
31,97,0754:35_0754:48,-1,-1,6.47717,60
25,92,0754:35_0754:48,-1,-1,1.619292,60
25,93,0754:35_0754:48,-1,-1,6.47717,60
25,94,0754:35_0754:48,-1,-1,6.47717,60
45,98,0755:00_0755:03,-1,-1,1.619292,60
45,99,0755:03_0755:05,-1,-1,1.619292,60
45,100,0755:03_0755:05,-1,-1,1.619292,60
53,101,0755:00_0755:03,-1,-1,1.619292,60
53,102,0755:03_0755:05,-1,-1,1.619292,60
53,103,0755:03_0755:05,-1,-1,1.619292,60
31,95,0755:05_0755:18,-1,-1,1.709253,60
31,96,0755:05_0755:18,-1,-1,6.47717,60
31,97,0755:05_0755:18,-1,-1,6.47717,60
25,92,0755:05_0755:18,-1,-1,1.619292,60
25,93,0755:05_0755:18,-1,-1,6.47717,60
25,94,0755:05_0755:18,-1,-1,6.47717,60
45,98,0755:30_0755:33,-1,-1,1.619292,60
45,99,0755:33_0755:35,-1,-1,1.619292,60
45,100,0755:33_0755:35,-1,-1,1.619292,60
53,101,0755:30_0755:33,-1,-1,1.619292,60
53,102,0755:33_0755:35,-1,-1,1.619292,60
53,103,0755:33_0755:35,-1,-1,1.619292,60
31,95,0755:35_0755:48,-1,-1,1.709253,60
31,96,0755:35_0755:48,-1,-1,6.47717,60
31,97,0755:35_0755:48,-1,-1,6.47717,60
25,92,0755:35_0755:48,-1,-1,1.619292,60
25,93,0755:35_0755:48,-1,-1,6.47717,60
25,94,0755:35_0755:48,-1,-1,6.47717,60
45,98,0756:00_0756:03,-1,-1,1.619292,60
45,99,0756:03_0756:05,-1,-1,1.619292,60
45,100,0756:03_0756:05,-1,-1,1.619292,60
53,101,0756:00_0756:03,-1,-1,1.619292,60
53,102,0756:03_0756:05,-1,-1,1.619292,60
53,103,0756:03_0756:05,-1,-1,1.619292,60
31,95,0756:05_0756:18,-1,-1,1.709253,60
31,96,0756:05_0756:18,-1,-1,6.47717,60
31,97,0756:05_0756:18,-1,-1,6.47717,60
25,92,0756:05_0756:18,-1,-1,1.619292,60
25,93,0756:05_0756:18,-1,-1,6.47717,60
25,94,0756:05_0756:18,-1,-1,6.47717,60
45,98,0756:30_0756:33,-1,-1,1.619292,60
45,99,0756:33_0756:35,-1,-1,1.619292,60
45,100,0756:33_0756:35,-1,-1,1.619292,60
53,101,0756:30_0756:33,-1,-1,1.619292,60
53,102,0756:33_0756:35,-1,-1,1.619292,60
53,103,0756:33_0756:35,-1,-1,1.619292,60
31,95,0756:35_0756:48,-1,-1,1.709253,60
31,96,0756:35_0756:48,-1,-1,6.47717,60
31,97,0756:35_0756:48,-1,-1,6.47717,60
25,92,0756:35_0756:48,-1,-1,1.619292,60
25,93,0756:35_0756:48,-1,-1,6.47717,60
25,94,0756:35_0756:48,-1,-1,6.47717,60
45,98,0757:00_0757:03,-1,-1,1.619292,60
45,99,0757:03_0757:05,-1,-1,1.619292,60
45,100,0757:03_0757:05,-1,-1,1.619292,60
53,101,0757:00_0757:03,-1,-1,1.619292,60
53,102,0757:03_0757:05,-1,-1,1.619292,60
53,103,0757:03_0757:05,-1,-1,1.619292,60
31,95,0757:05_0757:18,-1,-1,1.709253,60
31,96,0757:05_0757:18,-1,-1,6.47717,60
31,97,0757:05_0757:18,-1,-1,6.47717,60
25,92,0757:05_0757:18,-1,-1,1.619292,60
25,93,0757:05_0757:18,-1,-1,6.47717,60
25,94,0757:05_0757:18,-1,-1,6.47717,60
45,98,0757:30_0757:33,-1,-1,1.619292,60
45,99,0757:33_0757:35,-1,-1,1.619292,60
45,100,0757:33_0757:35,-1,-1,1.619292,60
53,101,0757:30_0757:33,-1,-1,1.619292,60
53,102,0757:33_0757:35,-1,-1,1.619292,60
53,103,0757:33_0757:35,-1,-1,1.619292,60
31,95,0757:35_0757:48,-1,-1,1.709253,60
31,96,0757:35_0757:48,-1,-1,6.47717,60
31,97,0757:35_0757:48,-1,-1,6.47717,60
25,92,0757:35_0757:48,-1,-1,1.619292,60
25,93,0757:35_0757:48,-1,-1,6.47717,60
25,94,0757:35_0757:48,-1,-1,6.47717,60
45,98,0758:00_0758:03,-1,-1,1.619292,60
45,99,0758:03_0758:05,-1,-1,1.619292,60
45,100,0758:03_0758:05,-1,-1,1.619292,60
53,101,0758:00_0758:03,-1,-1,1.619292,60
53,102,0758:03_0758:05,-1,-1,1.619292,60
53,103,0758:03_0758:05,-1,-1,1.619292,60
31,95,0758:05_0758:18,-1,-1,1.709253,60
31,96,0758:05_0758:18,-1,-1,6.47717,60
31,97,0758:05_0758:18,-1,-1,6.47717,60
25,92,0758:05_0758:18,-1,-1,1.619292,60
25,93,0758:05_0758:18,-1,-1,6.47717,60
25,94,0758:05_0758:18,-1,-1,6.47717,60
45,98,0758:30_0758:33,-1,-1,1.619292,60
45,99,0758:33_0758:35,-1,-1,1.619292,60
45,100,0758:33_0758:35,-1,-1,1.619292,60
53,101,0758:30_0758:33,-1,-1,1.619292,60
53,102,0758:33_0758:35,-1,-1,1.619292,60
53,103,0758:33_0758:35,-1,-1,1.619292,60
31,95,0758:35_0758:48,-1,-1,1.709253,60
31,96,0758:35_0758:48,-1,-1,6.47717,60
31,97,0758:35_0758:48,-1,-1,6.47717,60
25,92,0758:35_0758:48,-1,-1,1.619292,60
25,93,0758:35_0758:48,-1,-1,6.47717,60
25,94,0758:35_0758:48,-1,-1,6.47717,60
45,98,0759:00_0759:03,-1,-1,1.619292,60
45,99,0759:03_0759:05,-1,-1,1.619292,60
45,100,0759:03_0759:05,-1,-1,1.619292,60
53,101,0759:00_0759:03,-1,-1,1.619292,60
53,102,0759:03_0759:05,-1,-1,1.619292,60
53,103,0759:03_0759:05,-1,-1,1.619292,60
31,95,0759:05_0759:18,-1,-1,1.709253,60
31,96,0759:05_0759:18,-1,-1,6.47717,60
31,97,0759:05_0759:18,-1,-1,6.47717,60
25,92,0759:05_0759:18,-1,-1,1.619292,60
25,93,0759:05_0759:18,-1,-1,6.47717,60
25,94,0759:05_0759:18,-1,-1,6.47717,60
45,98,0759:30_0759:33,-1,-1,1.619292,60
45,99,0759:33_0759:35,-1,-1,1.619292,60
45,100,0759:33_0759:35,-1,-1,1.619292,60
53,101,0759:30_0759:33,-1,-1,1.619292,60
53,102,0759:33_0759:35,-1,-1,1.619292,60
53,103,0759:33_0759:35,-1,-1,1.619292,60
31,95,0759:35_0759:48,-1,-1,1.709253,60
31,96,0759:35_0759:48,-1,-1,6.47717,60
31,97,0759:35_0759:48,-1,-1,6.47717,60
25,92,0759:35_0759:48,-1,-1,1.619292,60
25,93,0759:35_0759:48,-1,-1,6.47717,60
25,94,0759:35_0759:48,-1,-1,6.47717,60
45,98,0800:00_0800:03,-1,-1,1.619292,60
45,99,0800:03_0800:05,-1,-1,1.619292,60
45,100,0800:03_0800:05,-1,-1,1.619292,60
53,101,0800:00_0800:03,-1,-1,1.619292,60
53,102,0800:03_0800:05,-1,-1,1.619292,60
53,103,0800:03_0800:05,-1,-1,1.619292,60
31,95,0800:05_0800:18,-1,-1,1.709253,60
31,96,0800:05_0800:18,-1,-1,6.47717,60
31,97,0800:05_0800:18,-1,-1,6.47717,60
25,92,0800:05_0800:18,-1,-1,1.619292,60
25,93,0800:05_0800:18,-1,-1,6.47717,60
25,94,0800:05_0800:18,-1,-1,6.47717,60
