agent_id,o_zone_id,d_zone_id,path_id,o_node_id,d_node_id,agent_type,demand_period,volume,toll,travel_time,distance,opti_cost,oc_diff,relative_diff,node_sequence,link_sequence,time_sequence,time_decimal_sequence,link_travel_time_sequence,
62,1,2,0,34,27,p,AM,1,0.0,5.1969,5.0100,0,0,0,34;35;30;31;96;26;27;,17;77;15;148;149;13;,0705:13;0706:13;0707:13;0730:07;0731:08;0732:10;0733:10;,425.22;426.22;427.22;450.13;451.15;452.18;453.18;,1.00;1.00;22.92;1.02;1.03;1.00;
63,1,2,0,34,27,p,AM,1,0.0,5.1969,5.0100,0,0,0,34;35;30;31;96;26;27;,17;77;15;148;149;13;,0705:17;0706:17;0707:17;0730:07;0731:09;0732:13;0733:13;,425.30;426.30;427.30;450.13;451.17;452.22;453.22;,1.00;1.00;22.83;1.03;1.05;1.00;
64,1,2,0,34,27,p,AM,1,0.0,5.1969,5.0100,0,0,0,34;35;30;31;96;26;27;,17;77;15;148;149;13;,0705:23;0706:23;0707:23;0731:07;0732:07;0733:13;0734:13;,425.40;426.40;427.40;451.12;452.13;453.22;454.22;,1.00;1.00;23.72;1.02;1.08;1.00;
65,1,2,0,34,27,p,AM,1,0.0,5.1969,5.0100,0,0,0,34;35;30;31;96;26;27;,17;77;15;148;149;13;,0705:29;0706:29;0707:29;0731:07;0732:08;0733:14;0734:14;,425.48;426.48;427.48;451.12;452.15;453.23;454.23;,1.00;1.00;23.63;1.03;1.08;1.00;
66,1,2,0,34,27,p,AM,1,0.0,5.1969,5.0100,0,0,0,34;35;30;31;96;26;27;,17;77;15;148;149;13;,0705:34;0706:34;0707:34;0731:37;0732:37;0733:37;0734:37;,425.57;426.57;427.57;451.63;452.63;453.63;454.63;,1.00;1.00;24.07;1.00;1.00;1.00;
67,1,2,0,34,27,p,AM,1,0.0,5.1969,5.0100,0,0,0,34;35;30;31;96;26;27;,17;77;15;148;149;13;,0705:38;0706:38;0707:38;0731:37;0732:43;0733:45;0734:45;,425.65;426.65;427.65;451.63;452.72;453.77;454.77;,1.00;1.00;23.98;1.08;1.05;1.00;
68,1,2,0,34,27,p,AM,1,0.0,5.1969,5.0100,0,0,0,34;35;30;31;96;26;27;,17;77;15;148;149;13;,0705:44;0706:44;0707:44;0732:09;0733:12;0734:13;0735:13;,425.73;426.73;427.73;452.17;453.20;454.22;455.22;,1.00;1.00;24.43;1.03;1.02;1.00;
69,1,2,0,34,27,p,AM,1,0.0,5.1969,5.0100,0,0,0,34;35;30;31;96;26;27;,17;77;15;148;149;13;,0705:49;0706:49;0707:49;0732:38;0733:38;0734:38;0735:38;,425.82;426.82;427.82;452.65;453.65;454.65;455.65;,1.00;1.00;24.83;1.00;1.00;1.00;
70,1,2,0,34,27,p,AM,1,0.0,5.1969,5.0100,0,0,0,34;35;30;31;96;26;27;,17;77;15;148;149;13;,0705:53;0706:53;0707:53;0734:13;0735:13;0736:13;0737:13;,425.90;426.90;427.90;454.22;455.22;456.22;457.22;,1.00;1.00;26.32;1.00;1.00;1.00;
71,1,2,0,34,27,p,AM,1,0.0,5.1969,5.0100,0,0,0,34;35;30;31;96;26;27;,17;77;15;148;149;13;,0706:00;0707:00;0708:00;0734:13;0735:35;0736:37;0737:37;,426.00;427.00;428.00;454.22;455.58;456.62;457.62;,1.00;1.00;26.22;1.37;1.03;1.00;
